title,Marca,Preco_Normal,Preco_Desconto,Preco_Anterior,Desconto,Categoria
Huevos grandes blancos Santa Marta 12 unid,Santa Marta,0,2050,2349,299,lacteos
Pizzeta napolitana congelada 440 g,Cuisine & Co,0,4790,5090,300,congelados
"Jabón Dermo Care Hygienic 1,5 L",Simonds,0,2190,2490,300,belleza-y-cuidado-personal
Salteado Chapsui Wok bolsa 500 g,Frutos Del Maipo,0,1990,2319,329,congelados
Salteado Thai Wok bolsa 500 g,Frutos Del Maipo,0,1990,2319,329,congelados
"Toallas higiénicas Kotex Ultrafina suave 24 un,",Kotex,0,2759,3090,331,belleza-y-cuidado-personal
Mantequilla sin sal 250 g,Soprole,0,1990,2339,349,lacteos
Margarina mix pote 500 g,Cuisine & Co,0,2390,2749,359,lacteos
Choclo en granos 500 g,Frutos Del Maipo,0,1590,1959,369,congelados
Ensalada Primavera bolsa 500 g,Frutos Del Maipo,0,1590,1959,369,congelados
Arvejas 500 g,Frutos Del Maipo,0,1590,1959,369,congelados
Helado Frugelé Trisabor frambuesa limón manzana 1 L,Bresler,0,2117,2490,373,congelados
Helado Frugelé frutos rojos 1 L,Bresler,0,2117,2490,373,congelados
Leche cultivada probiótico y vitamina D frutilla 1 L,Soprole,0,1900,2279,379,lacteos
Leche cultivada probiótico y vitamina D chirimoya 1 L,Soprole,0,1900,2279,379,lacteos
Mantequilla con sal 250 g,Colun,0,1990,2379,389,lacteos
Shampoo Manzanilla doypack 750 ml,Ballerina,0,1250,1659,409,belleza-y-cuidado-personal
"Toallas higiénicas Nosotras Ultra Invisible malla 16 un,",Nosotras,0,1832,2290,458,belleza-y-cuidado-personal
Super acondicionador 1 min regeneración extrema 170 ml,Dove,0,2690,3150,460,belleza-y-cuidado-personal
"Toallas higiénicas Always Seca Ultrafina 24 un,",Always,0,2804,3299,495,belleza-y-cuidado-personal
Pizza listo jamón-queso 465 g,PF,0,3390,3890,500,comidas-preparadas
Pizza listo pepperoni 430 g,PF,0,3390,3890,500,comidas-preparadas
Pizza española listo 465 g,PF,0,3390,3890,500,comidas-preparadas
Pizza vegetariana listo 465 g,PF,0,3390,3890,500,comidas-preparadas
Margarina Light Sureña 500 g,Sureña,0,2071,2589,518,lacteos
Margarina Sureña 500 g,Sureña,0,2103,2629,526,lacteos
Helado lúcuma con capas cobertura de chocolate 1 L,Viennetta Bresler,0,3093,3639,546,congelados
Postre helado cappuccino 1 L,Viennetta Bresler,0,3093,3639,546,congelados
Postre helado vainilla chocolate 1 L,Viennetta Bresler,0,3093,3639,546,congelados
"Helado Kriko mini 6 un, 50 ml c/u",Savory,0,3119,3669,550,congelados
Helado Chocolito Mini Multipack 10x50ml,Savory,0,3144,3699,555,congelados
Helado Crocanty Mini Multipack 400ml (8x50ml),Savory,0,3170,3729,559,congelados
Helado Centella 3 sabores Multipack 21x52g,Savory,0,3188,3750,562,congelados
"Toallas higiénicas Ladysoft nocturna ultraseca 16 un,",Ladysoft,0,2390,2959,569,belleza-y-cuidado-personal
Desodorante Musk aerosol 150 ml,Axe,0,2179,2769,590,belleza-y-cuidado-personal
Helado Savory Pura Fruta Multipack Mango 6x50ml,Savory,0,3399,3999,600,congelados
"Jabón barra aloe 3 un, 90 g c/u",Protex,0,1990,2599,609,belleza-y-cuidado-personal
Helado Savory Pura Fruta Frambuesa Chocolate amargo Paleta Multipack 6x50ml,Savory,0,3528,4150,622,congelados
Helado Savory Pura Fruta Multipack Frambuesa 6x50 ml,Savory,0,3569,4199,630,congelados
"Pack pasta dental sabor menta 158 g 2 un,",Aquafresh,0,2543,3179,636,belleza-y-cuidado-personal
Desodorante Protection 5 spray 150 ml,BiO,0,1949,2599,650,belleza-y-cuidado-personal
Desodorante Clarify spray mujer 150 ml,BiO,0,1949,2599,650,belleza-y-cuidado-personal
Desodorante Protection 5 spray 150 ml,BiO,0,1949,2599,650,belleza-y-cuidado-personal
Desodorante Olorblock spray 150 ml,BiO,0,1949,2599,650,belleza-y-cuidado-personal
Helado Mega Mini Frambuesa Multipack 5x60ml,Mega,0,3722,4379,657,congelados
Helado Sahne Nuss Paleta Mini Multipack 5x60ml,Sahne Nuss,0,3722,4379,657,congelados
Helado Danky Mini Nogatonga Multipack 5x80ml,Savory,0,3722,4379,657,congelados
Helado Sahne Nuss Cono Mini Multipack 5x80ml,Savory,0,3722,4379,657,congelados
Helado Kit Kat Paleta Multipack 5x55ml,Savory,0,3722,4379,657,congelados
"Multipack 5 un, Mini Mega cookies & cream manjar 60 ml",Savory,0,3732,4390,658,congelados
"Pasta dental Ultra Blanco 3 un, 90 g c/u",Colgate,0,2590,3249,659,belleza-y-cuidado-personal
Desodorante aerosol Rexona Women Powder Dry 150 ml,Rexona,0,2289,2949,660,belleza-y-cuidado-personal
Desodorante aerosol Rexona Men Invisible 150 ml,Rexona Men,0,2289,2949,660,belleza-y-cuidado-personal
"Toallas higiénicas Nosotras Sensitiv ultra invisible 24 un,",Nosotras,0,2719,3399,680,belleza-y-cuidado-personal
Helado Carezza postre 1 L,Bresler,0,3926,4619,693,congelados
"Pack 3 un, Pasta dental sabor menta 378 g",Aquafresh,0,2792,3490,698,belleza-y-cuidado-personal
Helado Rolls Crocante 900 ml,Bresler,0,3960,4659,699,congelados
"Pasta dental Triple Acción xtra blancura 3 un, 75 ml c/u",Colgate,0,2890,3590,700,belleza-y-cuidado-personal
"Pasta dental Triple Acción xtra frescura 3 un, 75 ml c/u",Colgate,0,2890,3590,700,belleza-y-cuidado-personal
"Helado Frac vainilla multipack 5 un, 70 ml c/u",Bresler,0,3230,3939,709,congelados
Postre helado chocolate signature 1 L,Carte Dor,0,4054,4769,715,congelados
Shampoo Pro-V Hidratación Extrema 300 ml,Pantene,0,1990,2739,749,belleza-y-cuidado-personal
Acondicionador Pro-V Hidratación 300 ml,Pantene,0,1990,2739,749,belleza-y-cuidado-personal
Shampoo Pro-V Restauración 300 ml,Pantene,0,1990,2739,749,belleza-y-cuidado-personal
Acondicionador Pro-V restauración 300 ml,Pantene,0,1990,2739,749,belleza-y-cuidado-personal
Helado cookies and cream 792 g,Cuisine & Co,0,4790,5549,759,congelados
Helado fudge brownie 780 g,Cuisine & Co,0,4790,5549,759,congelados
Helado swirl caramel 836 g,Cuisine & Co,0,4790,5549,759,congelados
Helado vainilla bean 792 g,Cuisine & Co,0,4790,5549,759,congelados
Helado chocolate light 792 g,Cuisine & Co,0,4790,5549,759,congelados
Helado strawberries 840 g,Cuisine & Co,0,4790,5549,759,congelados
Helado Savory Chocolate Suizo Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Brick Trisabor Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Vainilla Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Pasas al Ron Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Chirimoya Alegre Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Tres Leches Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Chocolate Suizo y Frutos del bosque 1L,Savory,0,2190,2979,789,congelados
Helado Savory Lúcuma Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Piña Cassata 1L,Savory,0,2190,2979,789,congelados
Helado Savory Selva negra Cassata 1L,Savory,0,2190,2979,789,congelados
Desodorante crema Rexona Extra Dry 48 g,Rexona Clinical,0,4504,5299,795,belleza-y-cuidado-personal
Desodorante crema Rexona Clean 48 g,Rexona Men Clinical,0,4504,5299,795,belleza-y-cuidado-personal
Desodorante crema Rexona Classic 48 g,Rexona Clinical,0,4504,5299,795,belleza-y-cuidado-personal
Enjuague Bucal Menta Fresca 500 cc,Oral Fresh,0,2393,3190,797,belleza-y-cuidado-personal
Enjuague bucal Oral Fresh menta fuerte 500 ml,Oral-B,0,2393,3190,797,belleza-y-cuidado-personal
"Helado mini almendras 5 un, 60 ml c/u",Magnum,0,3829,4669,840,congelados
"Helado Magnum mini cookies & cream 5 un, 60 ml c/u",Magnum,0,3829,4669,840,congelados
"Pasta dental Xtra Whitening 3 un, 90 g",Pepsodent,0,2135,2979,844,belleza-y-cuidado-personal
Jabón líquido original 700 ml,Dove,0,2659,3549,890,belleza-y-cuidado-personal
Jabón líquido karité 700 ml,Dove,0,2659,3549,890,belleza-y-cuidado-personal
Jabón líquido mandarina 700 ml,Dove,0,2659,3549,890,belleza-y-cuidado-personal
Shampoo Pro-V Rizos Definidos 300 ml,Pantene,0,1990,2889,899,belleza-y-cuidado-personal
Acondicionador Pro-V rizos definidos 300 ml,Pantene,0,1990,2889,899,belleza-y-cuidado-personal
"Helado multipack Frugelé 18 un, 60 ml c/u",Bresler,0,4509,5499,990,congelados
"Jabón barra original 3 un, de 90 g",Dove,0,2659,3659,1000,belleza-y-cuidado-personal
Shampoo Fuerza Extrema 400 ml,Dove Men,0,2690,3699,1009,belleza-y-cuidado-personal
Postre helado chocolate blanco frambuesa 900 ml,Magnum,0,4279,5349,1070,congelados
Postre helado chocolate nuss 900 ml,Magnum,0,4279,5349,1070,congelados
"Helado bresler pote cassata 2,4l",Bresler,0,4359,5449,1090,congelados
"Helado Trisabor chocolate lúcuma y manjar 2,4 L",Bresler,0,4359,5449,1090,congelados
Shampoo Reconstrucción Completa 400 ml,Dove,0,2690,3849,1159,belleza-y-cuidado-personal
Acondicionador Hidratación Intensa 400 ml,Dove,0,2690,3849,1159,belleza-y-cuidado-personal
Leche en Polvo Nido Forticrece Sin lactosa 1440g,Nido,0,14550,18899,4349,lacteos
